,Context,Baseline
2140,True,True
2141,True,True
2142,True,True
2143,False,False
2144,True,True
2145,False,False
2146,False,True
2147,True,True
2148,True,True
2149,False,False
2150,False,False
2151,False,False
2152,True,False
2153,False,False
2154,True,True
2155,True,True
2156,True,False
2157,True,True
2158,False,False
2159,False,False
2160,False,False
2161,False,False
2162,False,False
2163,True,True
2164,False,False
2165,True,True
2166,False,False
2167,False,False
2168,True,True
2169,False,False
2170,True,True
2171,False,False
2172,False,False
2173,False,False
2174,False,False
2175,False,False
2176,False,False
2177,True,True
2178,False,False
2179,True,True
2180,False,False
2181,False,False
2182,False,False
2183,False,False
2184,False,False
2185,False,False
2186,False,False
2187,False,False
2188,False,False
2189,True,True
2190,True,True
2191,False,False
2192,False,False
2193,False,False
2194,False,False
2195,False,False
2196,False,False
2197,False,False
2198,True,True
2199,False,False
2200,False,False
2201,False,False
2202,False,False
2203,False,False
2204,False,False
2205,False,False
2206,True,True
2207,False,False
2208,True,True
2209,False,False
2210,False,False
2211,False,False
2212,False,False
2213,False,False
2214,False,False
2215,False,False
2216,False,False
2217,True,True
2218,True,True
2219,True,True
2220,True,False
2221,True,True
2222,True,False
2223,True,True
2224,False,False
2225,False,False
2226,False,False
2227,True,True
2228,True,True
2229,False,False
2230,False,False
2231,False,False
2232,False,False
2233,False,False
2234,True,True
2235,False,False
2236,True,True
2237,False,False
2238,True,True
2239,False,True
2240,True,True
2241,False,False
2242,False,False
2243,True,True
2244,False,False
2245,True,True
2246,True,True
2247,False,False
2248,False,False
2249,False,False
2250,False,False
2251,True,True
2252,True,False
2253,False,False
2254,False,False
2255,False,False
2256,False,False
2257,True,True
2258,True,False
2259,False,False
2260,True,True
2261,False,False
2262,False,False
2263,False,False
2264,False,False
2265,False,False
2266,False,False
2267,True,True
2268,False,False
2269,False,False
2270,False,False
2271,False,False
2272,False,False
2273,False,False
2274,True,True
2275,True,False
2276,True,True
2277,False,False
2278,False,False
2279,False,False
2280,True,True
2281,True,True
2282,True,True
2283,True,False
2284,True,True
2285,False,False
2286,True,True
2287,True,True
2288,True,True
2289,False,False
2290,True,True
2291,False,False
2292,True,True
2293,False,False
2294,False,False
2295,True,False
2296,False,False
2297,True,True
2298,True,False
2299,False,False
2300,True,False
2301,False,False
2302,False,False
2303,True,False
2304,False,False
2305,False,False
2306,True,True
2307,False,False
2308,False,False
2309,True,False
2310,False,False
2311,False,False
2312,False,False
2313,True,False
2314,False,False
2315,False,False
2316,False,False
2317,False,False
2318,True,False
2319,False,False
2320,False,False
2321,True,True
2322,False,False
2323,False,False
2324,False,False
2325,False,False
2326,True,False
2327,False,False
2328,True,True
2329,True,False
2330,False,False
2331,True,True
2332,True,True
2333,False,False
2334,False,False
2335,True,False
2336,True,True
2337,False,False
2338,False,False
2339,True,False
2340,False,False
2341,False,False
2342,True,True
2343,False,False
2344,False,False
2345,True,True
2346,True,False
2347,True,False
2348,False,False
2349,False,False
2350,False,False
2351,False,False
2352,False,False
2353,True,True
2354,True,True
2355,False,False
2356,False,False
2357,False,False
2358,True,True
2359,True,True
2360,False,False
2361,False,False
2362,True,True
2363,True,True
2364,False,False
2365,False,False
2366,True,True
2367,True,True
2368,False,False
2369,False,False
2370,True,True
2371,False,False
2372,False,False
2373,False,False
2374,False,False
2375,False,False
2376,False,False
2377,True,True
2378,True,False
2379,True,True
2380,False,False
2381,False,False
2382,False,False
2383,True,True
2384,True,True
2385,True,False
2386,True,True
2387,True,True
2388,False,False
2389,False,False
2390,False,False
2391,False,False
2392,True,True
2393,False,False
2394,False,False
2395,False,False
2396,True,True
2397,True,True
2398,True,True
2399,True,True
2400,False,False
2401,False,False
2402,False,False
2403,False,False
2404,False,False
2405,False,False
2406,True,True
2407,False,False
2408,True,True
2409,False,False
2410,True,True
2411,False,False
2412,True,True
2413,False,False
2414,True,False
2415,False,False
2416,True,False
2417,True,True
2418,True,True
2419,False,False
2420,True,True
2421,False,False
2422,False,False
2423,False,False
2424,False,False
2425,False,False
2426,True,True
2427,True,True
2428,False,False
2429,False,False
2430,False,False
2431,False,False
2432,True,True
2433,True,True
2434,False,False
2435,False,False
2436,False,False
2437,False,False
2438,False,False
2439,False,False
2440,False,False
2441,False,False
2442,False,False
2443,False,False
2444,False,False
2445,False,False
2446,True,True
2447,True,False
2448,True,False
2449,False,False
2450,True,True
2451,False,False
2452,False,False
2453,False,False
2454,False,False
2455,False,False
2456,False,False
2457,False,False
2458,True,True
2459,True,True
2460,False,False
2461,False,False
2462,False,False
2463,False,False
2464,False,False
2465,True,True
2466,True,True
2467,False,False
2468,True,True
2469,False,False
2470,False,False
2471,False,False
2472,False,False
2473,False,False
2474,True,False
2475,True,True
2476,True,False
2477,False,False
2478,False,False
2479,True,True
2480,True,True
2481,True,True
2482,True,True
2483,False,False
2484,True,False
2485,False,False
2486,False,False
2487,False,False
2488,False,False
2489,False,False
2490,False,False
2491,False,False
2492,False,False
2493,False,False
2494,False,False
2495,True,True
2496,True,False
2497,False,False
2498,True,True
2499,True,True
2500,True,True
2501,True,True
2502,False,False
2503,False,False
2504,True,True
2505,True,True
2506,True,False
2507,True,False
2508,False,False
2509,True,True
2510,False,False
2511,True,True
2512,True,True
2513,True,True
2514,True,True
2515,True,True
2516,True,True
2517,False,False
2518,False,False
2519,False,False
2520,False,False
2521,False,False
2522,False,False
2523,True,False
2524,True,False
2525,False,False
2526,True,False
2527,True,True
2528,True,True
2529,True,True
2530,True,False
2531,True,True
2532,True,False
2533,False,False
2534,False,False
2535,True,False
2536,False,False
2537,False,False
2538,False,False
2539,False,False
2540,True,True
2541,False,False
2542,False,False
2543,False,False
2544,False,False
2545,False,False
2546,False,False
2547,False,False
2548,False,False
2549,True,True
2550,False,False
2551,False,False
2552,False,False
2553,False,False
2554,False,False
2555,False,False
2556,True,True
2557,False,False
2558,False,False
2559,False,False
2560,False,False
2561,True,True
2562,True,True
2563,False,False
2564,False,False
2565,True,True
2566,False,False
2567,False,False
2568,False,False
2569,False,False
2570,True,True
2571,False,False
2572,False,False
2573,False,False
2574,False,False
2575,False,False
2576,False,False
2577,False,False
2578,True,True
2579,False,False
2580,True,True
2581,False,False
2582,False,False
2583,False,False
2584,False,False
2585,False,False
2586,False,False
2587,False,False
2588,True,True
2589,False,False
2590,False,False
2591,True,True
2592,False,False
2593,False,False
2594,True,True
2595,False,False
2596,True,True
2597,True,True
2598,True,True
2599,True,True
2600,True,True
2601,True,True
2602,False,False
2603,False,False
2604,False,False
2605,False,False
2606,False,False
2607,True,True
2608,False,False
2609,False,False
2610,False,False
2611,False,False
2612,False,False
2613,False,False
2614,False,False
2615,False,False
2616,False,False
2617,False,False
2618,False,False
2619,True,False
2620,True,True
2621,True,True
2622,False,False
2623,False,False
2624,False,False
2625,True,True
2626,True,False
2627,False,False
2628,False,False
2629,False,False
2630,True,False
2631,False,False
2632,False,False
2633,False,False
2634,False,False
2635,False,False
2636,False,False
2637,False,False
2638,True,False
2639,False,False
2640,False,False
2641,False,False
2642,False,False
2643,True,True
2644,False,False
2645,False,False
2646,False,False
2647,False,False
2648,True,False
2649,True,True
2650,True,True
2651,True,True
2652,True,True
2653,True,True
2654,True,False
2655,False,False
2656,True,True
2657,True,True
2658,False,False
2659,False,False
2660,True,False
2661,False,False
2662,False,False
2663,False,False
2664,False,False
2665,False,False
2666,True,True
2667,False,False
2668,False,False
2669,False,False
2670,False,False
2671,True,False
2672,False,False
2673,True,False
2674,False,False
2675,False,False
2676,True,True
2677,True,True
2678,True,False
2679,False,False
2680,False,False
2681,True,True
2682,True,True
2683,False,False
2684,False,False
2685,False,False
2686,False,False
2687,False,False
2688,False,False
2689,False,False
2690,False,False
2691,True,False
2692,False,True
2693,False,False
2694,False,False
2695,False,False
2696,False,False
2697,False,False
2698,False,False
2699,False,False
2700,False,False
2701,False,False
2702,False,False
2703,False,False
2704,True,True
2705,True,True
2706,False,False
2707,True,True
2708,True,True
2709,True,True
2710,False,False
2711,False,False
2712,False,False
2713,True,True
2714,True,True
2715,False,False
2716,True,True
2717,False,False
2718,True,False
2719,True,False
2720,True,False
2721,True,True
2722,True,True
2723,False,False
2724,False,False
2725,True,True
2726,False,False
2727,False,False
2728,False,False
2729,False,False
2730,True,True
2731,False,False
2732,False,False
2733,False,False
2734,False,False
2735,False,False
2736,True,True
2737,False,False
2738,True,True
2739,False,False
2740,False,False
2741,False,False
2742,True,True
2743,False,False
2744,True,False
2745,False,False
2746,True,True
2747,True,True
2748,True,True
2749,True,True
2750,False,False
2751,False,False
2752,True,True
2753,True,True
2754,False,False
2755,False,False
2756,False,False
2757,False,False
2758,False,False
2759,False,False
2760,True,True
2761,False,False
2762,True,True
2763,False,False
2764,False,False
2765,False,False
2766,True,True
2767,False,False
2768,False,False
2769,False,False
2770,False,False
2771,False,False
2772,False,False
2773,False,False
2774,False,False
2775,False,False
2776,False,False
2777,True,True
2778,False,False
2779,True,True
2780,True,False
2781,True,True
2782,False,False
2783,False,False
2784,False,False
2785,False,False
2786,True,True
2787,True,True
2788,True,True
2789,False,False
2790,True,True
2791,False,False
2792,False,False
2793,True,True
2794,False,False
2795,False,False
2796,True,True
2797,True,True
2798,True,True
2799,False,False
2800,False,False
2801,False,False
2802,True,True
2803,False,False
2804,False,False
2805,False,False
2806,True,True
2807,False,False
2808,True,True
2809,False,False
2810,False,False
2811,False,False
2812,False,False
2813,False,False
2814,False,False
2815,False,False
2816,False,False
2817,False,False
2818,True,True
2819,True,True
2820,True,True
2821,False,False
2822,False,False
2823,False,False
2824,False,False
2825,False,False
2826,False,False
2827,True,False
2828,False,False
2829,False,False
2830,False,False
2831,False,False
2832,True,True
2833,False,False
2834,True,False
2835,True,True
2836,True,True
2837,True,True
2838,True,True
2839,True,True
2840,False,False
2841,True,True
2842,False,False
2843,False,False
2844,False,False
2845,True,True
2846,False,True
2847,False,False
2848,False,False
2849,False,False
2850,False,False
2851,True,True
2852,True,True
2853,True,True
2854,True,True
2855,True,True
2856,True,True
2857,True,True
2858,True,True
2859,False,False
2860,True,False
2861,True,True
2862,True,True
2863,True,False
2864,False,False
2865,False,False
2866,False,False
2867,False,False
2868,True,False
2869,True,True
2870,True,True
2871,False,False
2872,False,False
2873,False,False
2874,False,False
2875,False,False
2876,False,False
2877,False,False
2878,False,False
2879,False,False
2880,False,False
2881,False,False
2882,True,False
2883,False,False
2884,True,False
2885,False,True
2886,False,False
2887,False,False
2888,False,False
2889,False,False
2890,False,False
2891,False,False
2892,False,False
2893,False,False
2894,True,False
2895,False,False
2896,False,False
2897,False,False
2898,False,False
2899,False,False
2900,False,False
2901,True,False
2902,False,False
2903,False,False
2904,True,False
2905,False,False
2906,False,False
2907,True,False
2908,False,False
2909,True,True
2910,False,False
2911,False,False
2912,False,False
2913,False,False
2914,True,True
2915,False,False
2916,False,False
2917,True,False
2918,False,False
2919,False,False
2920,False,False
2921,False,False
2922,False,False
2923,False,False
2924,True,True
2925,False,False
2926,True,False
2927,True,False
2928,False,False
2929,False,False
2930,True,False
2931,False,False
2932,False,False
2933,False,False
2934,False,False
2935,False,False
2936,False,False
2937,False,False
2938,True,True
2939,False,False
2940,False,False
2941,False,False
2942,True,True
2943,True,True
2944,True,True
2945,True,True
2946,False,False
2947,False,False
2948,False,False
2949,False,False
2950,False,False
2951,True,False
2952,False,False
2953,False,False
2954,True,True
2955,True,True
2956,True,True
2957,True,True
2958,True,True
2959,True,True
2960,True,True
2961,True,True
2962,True,True
2963,True,True
2964,True,True
2965,False,False
2966,False,False
2967,False,False
2968,True,False
2969,False,False
2970,True,True
2971,False,False
2972,True,True
2973,False,False
2974,False,False
2975,True,True
2976,False,False
2977,False,False
2978,False,False
2979,False,False
2980,True,False
2981,False,False
2982,False,False
2983,False,False
2984,False,False
2985,False,False
2986,False,False
2987,False,False
2988,False,False
2989,False,False
2990,False,False
2991,True,True
2992,False,False
2993,False,False
2994,False,False
2995,False,False
2996,False,False
2997,False,False
2998,False,False
2999,True,True
3000,False,False
3001,True,True
3002,False,False
3003,False,False
3004,False,False
3005,False,False
3006,False,False
3007,False,False
3008,False,False
3009,True,True
3010,True,True
3011,False,False
3012,False,False
3013,False,False
3014,False,False
3015,False,False
3016,False,False
3017,False,False
3018,False,False
3019,False,False
3020,True,True
3021,True,True
3022,True,True
3023,False,False
3024,False,False
3025,True,True
3026,True,True
3027,True,True
3028,False,False
3029,False,False
3030,False,False
3031,False,False
3032,False,False
3033,False,False
3034,False,False
3035,False,False
3036,True,True
3037,False,False
3038,False,False
3039,False,False
3040,True,True
3041,False,False
3042,False,False
3043,False,False
3044,False,False
3045,True,False
3046,False,False
3047,False,False
3048,False,False
3049,False,False
3050,False,False
3051,False,False
3052,False,False
3053,True,True
3054,True,False
3055,False,False
3056,False,False
3057,False,False
3058,True,True
3059,False,False
3060,False,False
3061,False,False
3062,False,False
3063,False,False
3064,False,False
3065,True,True
3066,False,False
3067,True,True
3068,True,True
3069,True,True
3070,False,False
3071,False,False
3072,True,True
3073,False,False
3074,True,True
3075,True,True
3076,True,True
3077,True,True
3078,True,True
3079,True,True
3080,True,True
3081,False,False
3082,True,True
3083,True,True
3084,True,True
3085,True,False
3086,False,False
3087,False,False
3088,True,True
3089,True,True
3090,False,False
3091,False,False
3092,False,False
3093,False,False
3094,False,False
3095,True,True
3096,True,True
3097,False,True
3098,False,False
3099,True,True
3100,True,True
3101,True,True
3102,False,False
3103,True,True
3104,False,False
3105,True,True
3106,True,True
3107,True,True
3108,True,True
3109,True,False
3110,True,True
3111,False,False
3112,False,False
3113,False,False
3114,False,False
3115,True,True
3116,True,True
3117,True,True
3118,True,True
3119,True,False
3120,True,True
3121,False,False
3122,False,False
3123,False,False
3124,True,False
3125,False,False
3126,False,False
3127,False,False
3128,True,True
3129,False,False
3130,False,False
3131,False,False
3132,False,False
3133,False,False
3134,True,True
3135,False,False
3136,True,True
3137,False,False
3138,False,False
3139,False,False
3140,True,True
3141,True,True
3142,True,True
3143,False,False
3144,True,True
3145,True,True
3146,False,False
3147,False,False
3148,False,False
3149,True,False
3150,False,False
3151,False,False
3152,False,False
3153,True,True
3154,False,False
3155,False,False
3156,True,False
3157,False,False
3158,True,True
3159,False,True
3160,False,False
3161,False,False
3162,False,False
3163,False,False
3164,False,False
3165,False,False
3166,False,False
3167,False,False
3168,False,False
3169,False,False
3170,False,False
3171,False,False
3172,False,False
3173,True,False
3174,False,False
3175,False,False
3176,True,True
3177,True,True
3178,False,False
3179,False,False
3180,False,False
3181,False,False
3182,False,False
3183,False,False
3184,False,False
3185,False,False
3186,False,False
3187,False,False
3188,False,False
3189,False,False
3190,False,False
3191,False,False
3192,False,False
3193,False,False
3194,False,False
3195,False,False
3196,False,False
3197,False,False
3198,True,True
3199,False,False
3200,False,False
3201,False,False
3202,True,False
3203,False,False
3204,True,False
3205,False,False
3206,True,True
3207,False,False
3208,False,False
3209,True,True
3210,False,False
3211,False,False
3212,True,True
3213,False,False
3214,False,False
3215,False,False
3216,False,False
3217,False,False
3218,False,False
3219,True,True
3220,True,False
3221,False,False
3222,True,True
3223,False,False
3224,False,False
3225,True,True
3226,True,False
3227,False,False
3228,False,False
3229,False,False
3230,True,True
3231,False,False
3232,False,False
3233,True,True
3234,True,True
3235,True,False
3236,True,True
3237,False,False
3238,False,False
3239,False,False
3240,True,True
3241,True,False
3242,True,True
3243,False,False
3244,False,False
3245,True,True
3246,True,True
3247,False,False
3248,False,False
3249,False,False
3250,False,False
3251,False,False
3252,False,False
3253,False,False
3254,False,False
3255,False,False
3256,False,False
3257,True,True
3258,False,False
3259,True,False
3260,True,True
3261,False,False
3262,True,True
3263,True,True
3264,False,False
3265,False,False
3266,True,False
3267,False,False
3268,False,False
3269,False,False
3270,True,False
3271,False,False
3272,False,False
3273,False,False
3274,False,False
3275,False,False
3276,False,False
3277,True,True
3278,False,False
3279,False,False
3280,True,True
3281,True,False
3282,False,False
3283,False,False
3284,False,False
3285,False,False
3286,False,False
3287,False,False
3288,True,True
3289,True,True
3290,False,False
3291,True,True
3292,True,True
3293,True,True
3294,False,False
3295,False,False
3296,True,True
3297,True,False
3298,True,True
3299,True,True
3300,False,False
3301,True,False
3302,False,False
3303,False,False
3304,False,False
3305,False,False
3306,True,True
3307,False,False
3308,False,False
3309,False,False
3310,True,False
3311,True,False
3312,False,False
3313,True,True
3314,False,False
3315,False,False
3316,False,False
3317,True,True
3318,False,False
3319,False,False
3320,False,False
3321,False,False
3322,False,False
3323,True,True
3324,False,False
3325,False,False
3326,False,False
3327,False,False
3328,False,False
3329,False,False
3330,False,False
3331,True,True
3332,True,True
3333,True,True
3334,False,False
3335,False,False
3336,False,False
3337,False,False
3338,False,False
3339,True,False
3340,True,True
3341,False,False
3342,False,False
3343,False,False
3344,False,False
3345,True,True
3346,False,False
3347,False,False
3348,False,False
3349,False,False
3350,False,False
3351,False,False
3352,True,False
3353,False,False
3354,True,False
3355,True,True
3356,False,False
3357,True,True
3358,True,False
3359,False,False
3360,False,False
3361,True,False
3362,False,True
3363,True,True
3364,True,True
3365,False,False
3366,False,False
3367,False,False
3368,True,True
3369,True,False
3370,True,False
3371,False,False
3372,False,False
3373,False,False
3374,True,True
3375,True,True
3376,False,False
3377,False,False
3378,True,True
3379,False,False
3380,True,True
3381,False,False
3382,True,False
3383,True,True
3384,False,False
3385,True,True
3386,False,False
3387,True,True
3388,False,False
3389,False,False
3390,False,False
3391,True,True
3392,False,False
3393,True,True
3394,False,False
3395,False,False
3396,True,True
3397,True,True
3398,False,False
3399,False,False
3400,False,False
3401,False,False
3402,False,False
3403,False,False
3404,False,False
3405,False,False
3406,True,True
3407,False,False
3408,False,False
3409,False,False
3410,False,False
3411,True,True
3412,True,True
3413,False,False
3414,False,False
3415,False,False
3416,False,False
3417,True,True
3418,False,False
3419,True,True
3420,True,False
3421,False,False
3422,False,False
3423,False,False
3424,True,True
3425,True,True
3426,True,True
3427,False,False
3428,False,False
3429,True,True
3430,False,False
3431,False,False
3432,True,True
3433,True,True
3434,False,False
3435,True,False
3436,True,True
3437,False,True
3438,False,False
3439,True,True
3440,False,False
3441,True,True
3442,False,False
3443,False,False
3444,False,False
3445,False,False
3446,False,False
3447,True,True
3448,False,False
3449,False,False
3450,False,False
3451,True,True
3452,True,True
3453,True,True
3454,True,True
3455,True,True
3456,True,True
3457,True,True
3458,True,True
3459,True,True
3460,False,False
3461,True,True
3462,False,False
3463,True,True
3464,True,False
3465,False,False
3466,False,False
3467,False,False
3468,False,False
3469,False,False
3470,True,True
3471,False,False
3472,True,True
3473,False,False
3474,True,False
3475,False,False
3476,False,False
3477,False,False
3478,False,False
3479,False,False
3480,False,False
3481,False,False
3482,False,False
3483,False,False
3484,True,True
3485,True,True
3486,False,False
3487,True,False
3488,True,False
3489,False,False
3490,False,False
3491,True,False
3492,True,True
3493,False,False
3494,False,False
3495,False,False
3496,True,True
3497,True,True
3498,True,True
3499,True,True
3500,True,True
3501,True,True
3502,True,True
3503,True,True
3504,False,False
3505,False,False
3506,False,False
3507,False,False
3508,False,False
3509,False,False
3510,True,True
3511,True,True
3512,True,True
3513,True,True
3514,True,False
3515,False,False
3516,False,False
3517,False,False
3518,True,True
3519,False,False
3520,False,False
3521,False,False
3522,True,True
3523,False,False
3524,False,False
3525,True,True
3526,False,False
3527,True,True
3528,False,False
3529,True,True
3530,True,True
3531,True,True
3532,False,False
3533,True,True
3534,False,False
3535,False,False
3536,False,False
3537,True,False
3538,False,False
3539,True,False
3540,True,True
3541,True,True
3542,True,True
3543,True,False
3544,True,True
3545,True,True
3546,True,True
3547,True,False
3548,True,False
3549,True,False
3550,False,False
3551,True,True
3552,True,True
3553,True,True
3554,True,True
3555,False,False
3556,True,True
3557,True,False
3558,False,False
3559,True,True
3560,False,False
3561,False,False
3562,False,False
3563,False,False
3564,False,False
3565,True,True
3566,False,False
3567,True,True
3568,True,True
3569,False,False
3570,False,False
3571,True,True
3572,False,False
3573,False,False
3574,False,False
3575,False,False
3576,True,True
3577,False,True
3578,True,True
3579,True,True
3580,True,True
3581,True,True
3582,False,False
3583,True,True
3584,True,True
3585,True,True
3586,False,False
3587,False,False
3588,False,False
3589,False,False
3590,True,True
3591,True,False
3592,True,False
3593,False,True
3594,True,True
3595,False,False
3596,False,False
3597,False,False
3598,True,False
3599,False,False
3600,False,False
3601,False,False
3602,True,True
3603,False,False
3604,False,False
3605,False,False
3606,False,False
3607,False,False
3608,False,False
3609,False,False
3610,False,False
3611,False,False
3612,False,False
3613,True,True
3614,True,True
3615,False,False
3616,True,False
3617,False,False
3618,False,False
3619,False,False
3620,False,False
3621,True,False
3622,False,False
3623,False,False
3624,False,False
3625,False,False
3626,False,False
3627,False,False
3628,True,True
3629,False,False
3630,False,False
3631,False,False
3632,False,False
3633,False,False
3634,True,True
3635,False,False
3636,True,False
3637,False,False
3638,True,True
3639,True,False
3640,False,False
3641,True,True
3642,True,True
3643,True,True
3644,True,True
3645,False,False
3646,False,False
3647,True,True
3648,True,True
3649,False,False
3650,True,True
3651,True,True
3652,True,True
3653,True,True
3654,True,True
3655,False,False
3656,True,True
3657,True,True
3658,True,True
3659,True,True
3660,True,True
3661,True,True
3662,False,False
3663,True,True
3664,True,True
3665,False,False
3666,False,False
3667,False,False
3668,True,True
3669,True,True
3670,False,False
3671,False,False
3672,True,True
3673,False,True
3674,True,True
3675,True,True
3676,False,False
3677,True,True
3678,True,True
3679,True,True
3680,True,False
3681,False,False
3682,True,True
3683,True,True
3684,True,True
3685,True,False
3686,True,False
3687,False,False
3688,False,False
3689,False,False
3690,False,False
3691,False,False
3692,True,True
3693,True,True
3694,True,True
3695,True,True
3696,False,False
3697,False,False
3698,False,False
3699,False,False
3700,False,False
3701,True,True
3702,True,True
3703,True,True
3704,False,False
3705,False,False
3706,False,False
3707,True,False
3708,True,True
3709,False,True
3710,True,True
3711,False,False
3712,False,False
3713,True,True
3714,True,True
3715,True,False
3716,True,False
3717,True,False
3718,False,False
3719,False,False
3720,False,False
3721,False,False
3722,False,False
3723,False,False
3724,True,True
3725,True,True
3726,True,True
3727,False,True
3728,False,False
3729,False,True
3730,False,False
3731,False,False
3732,False,False
3733,True,True
3734,False,False
3735,True,False
3736,False,False
3737,False,False
3738,False,False
3739,False,False
3740,False,False
3741,False,False
3742,False,False
3743,False,False
3744,True,True
3745,False,False
3746,False,False
3747,False,False
3748,False,False
3749,False,False
3750,False,False
3751,False,False
3752,True,True
3753,True,True
3754,False,False
3755,False,False
3756,False,False
3757,False,False
3758,False,False
3759,False,False
3760,False,False
3761,False,False
3762,False,False
3763,True,True
3764,True,False
3765,False,False
3766,True,False
3767,False,False
3768,False,False
3769,False,False
3770,False,False
3771,False,False
3772,True,False
3773,False,True
3774,True,True
3775,False,False
3776,False,False
3777,False,False
3778,False,False
3779,False,False
3780,False,False
3781,False,False
3782,False,False
3783,True,True
3784,True,True
3785,False,False
3786,False,False
3787,False,False
3788,True,True
3789,True,True
3790,True,False
3791,False,False
3792,False,False
3793,False,False
3794,True,False
3795,True,False
3796,True,True
3797,True,True
3798,True,False
3799,False,False
3800,False,False
3801,False,False
3802,False,False
3803,False,False
3804,True,True
3805,False,False
3806,True,True
3807,False,False
3808,False,False
3809,False,False
3810,False,False
3811,False,False
3812,True,True
3813,True,True
3814,True,True
3815,True,True
3816,True,False
3817,False,False
3818,False,False
3819,False,False
3820,False,False
3821,True,True
3822,False,False
3823,False,False
3824,False,False
3825,False,False
3826,False,False
3827,True,True
3828,False,False
3829,False,False
3830,False,False
3831,True,False
3832,False,False
3833,False,False
3834,False,False
3835,False,False
3836,False,False
3837,False,False
3838,False,False
3839,True,False
3840,True,True
3841,True,True
3842,True,True
3843,True,True
3844,False,False
3845,True,False
3846,True,True
3847,True,True
3848,True,True
3849,False,False
3850,True,True
3851,True,True
3852,True,True
3853,False,False
3854,False,False
3855,False,False
3856,False,False
3857,False,False
3858,False,False
3859,False,False
3860,False,False
3861,False,False
3862,True,True
3863,False,False
3864,True,False
3865,True,True
3866,True,True
3867,True,True
3868,False,False
3869,False,False
3870,False,False
3871,False,False
3872,False,False
3873,False,False
3874,False,False
3875,False,False
3876,False,False
3877,True,True
3878,True,True
3879,True,True
3880,True,True
3881,True,True
3882,False,False
3883,False,False
3884,False,False
3885,False,False
3886,False,False
3887,False,False
3888,True,True
3889,False,False
3890,False,False
3891,True,False
3892,False,False
3893,True,False
3894,True,True
3895,True,True
3896,True,True
3897,True,True
3898,True,True
3899,False,False
3900,False,False
3901,False,False
3902,True,False
3903,False,False
3904,True,False
3905,False,False
3906,False,False
3907,False,False
3908,False,False
3909,True,False
3910,True,True
3911,True,True
3912,True,True
3913,False,True
3914,False,False
3915,False,False
3916,False,False
3917,False,False
3918,True,False
3919,True,True
3920,True,True
3921,False,False
3922,False,False
3923,True,True
3924,False,False
3925,False,False
3926,False,False
3927,False,False
3928,False,False
3929,True,True
3930,True,True
3931,True,True
3932,False,False
3933,False,False
3934,True,False
3935,False,False
3936,False,False
3937,False,False
3938,False,False
3939,False,False
3940,False,False
3941,False,False
3942,True,True
3943,True,True
3944,False,False
3945,False,False
3946,True,True
3947,False,False
3948,True,True
3949,False,False
3950,True,False
3951,False,False
3952,True,False
3953,True,True
3954,False,False
3955,True,True
3956,False,False
3957,True,True
3958,True,True
3959,False,False
3960,True,True
3961,False,False
3962,True,True
3963,True,True
3964,True,True
3965,False,False
3966,True,True
3967,False,False
3968,False,False
3969,False,False
3970,False,False
3971,False,False
3972,False,False
3973,False,False
3974,False,False
3975,True,True
3976,False,True
3977,False,False
3978,False,True
3979,False,False
3980,False,False
3981,False,False
3982,False,False
3983,False,False
3984,False,False
3985,False,False
3986,False,False
3987,False,False
3988,True,True
3989,True,True
3990,False,False
3991,True,False
3992,False,False
3993,False,False
3994,True,True
3995,True,True
3996,True,True
3997,True,True
3998,False,False
3999,True,False
4000,False,False
4001,True,True
4002,False,False
4003,False,False
4004,True,True
4005,True,True
4006,False,False
4007,False,False
4008,True,False
4009,False,False
4010,False,False
4011,False,False
4012,True,True
4013,False,False
4014,True,True
4015,True,True
4016,True,True
4017,True,True
4018,True,True
4019,True,True
4020,True,True
4021,True,True
4022,False,False
4023,False,False
4024,False,False
4025,True,True
4026,False,False
4027,False,False
4028,False,False
4029,True,True
4030,False,True
4031,False,False
4032,False,False
4033,False,False
4034,True,True
4035,False,False
4036,False,False
4037,True,False
4038,False,False
4039,True,True
4040,True,False
4041,True,False
4042,False,False
4043,False,False
4044,False,False
4045,False,False
4046,False,False
4047,False,False
4048,False,False
4049,False,False
4050,False,False
4051,True,True
4052,True,True
4053,False,False
4054,False,False
4055,False,False
4056,False,False
4057,False,False
4058,True,True
4059,True,True
4060,True,True
4061,False,False
4062,False,False
4063,False,False
4064,True,True
4065,True,True
4066,False,False
4067,False,False
4068,False,False
4069,True,True
4070,True,True
4071,True,True
4072,False,False
4073,True,True
4074,True,True
4075,True,True
4076,False,False
4077,True,True
4078,True,True
4079,False,False
4080,True,True
4081,False,False
4082,False,False
4083,False,False
4084,True,False
4085,False,False
4086,False,False
4087,False,False
4088,False,False
4089,False,False
4090,False,False
4091,False,False
4092,False,False
4093,False,False
4094,True,True
4095,False,False
4096,False,False
4097,False,False
4098,False,False
4099,False,False
4100,False,False
4101,False,False
4102,False,False
4103,False,False
4104,False,False
4105,False,False
4106,False,False
4107,False,False
4108,False,False
4109,False,False
4110,False,False
4111,False,False
4112,False,False
4113,False,False
4114,False,False
4115,False,False
4116,False,False
4117,True,True
4118,False,False
4119,False,False
4120,True,True
4121,True,False
4122,False,False
4123,True,True
4124,True,True
4125,False,False
4126,False,True
4127,False,False
4128,False,False
4129,False,False
4130,False,True
4131,True,True
4132,False,False
4133,False,False
4134,False,False
4135,True,True
4136,True,True
4137,True,True
